frame,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,joy_raw,sadness_raw,anger_raw,surprise_raw,joy,sadness,anger,surprise
912,2.7347302875568857e-06,0.04627715051174164,0.08941195905208588,0.09279429167509079,0.04407568648457527,0.0207892507314682,0.0005511250928975642,1.3463394452628563e-06,9.347746754428954e-07,0.06214768812060356,0.03799035772681236,0.09600386023521423,0.10699574649333954,0.013203629292547703,0.21323806047439575,0.21056251227855682,0.018841877579689026,0.09316693991422653,0.08808039128780365,0.4784106910228729,0.32449525594711304,0.014782366342842579,0.010990125127136707,0.0015037195989862084,0.007767409086227417,0.12899677455425262,4.371401882963255e-05,0.003459959290921688,0.0025149649009108543,0.003658885369077325,0.00016613761545158923,0.00015429375343956053,0.01578482985496521,0.0006317767547443509,0.1538354456424713,0.18791770935058594,0.014848367311060429,0.02290857769548893,0.0079386867582798,0.0005305747617967427,0.003250261303037405,0.016888229176402092,0.0006900072912685573,0.01295552495867014,0.4909211993217468,0.5142393708229065,0.007227321155369282,0.029487110674381256,0.13003207743167877,0.12862785160541534,1.6462877283629496e-06,7.036784609226743e-06,0.5025802850723267,0.031038241014660645,0.23464876413345337,0.11089553311467171,66.78095281542303,17.84880099953785,31.940265279045377,27.96086426758302
915,3.114295850537019e-06,0.11090563237667084,0.14418254792690277,0.05144840478897095,0.01635526493191719,0.01064630039036274,0.0005795396282337606,1.221950697072316e-06,1.07653670511354e-06,0.08932424336671829,0.06134694442152977,0.11403954029083252,0.12685854732990265,0.028149569407105446,0.12497609853744507,0.1250196099281311,0.028816111385822296,0.07621713727712631,0.07066196203231812,0.5159975290298462,0.3618806302547455,0.009597260504961014,0.006173692177981138,0.0016622197581455112,0.01049852930009365,0.1284000277519226,3.559109245543368e-05,0.003619456198066473,0.003502529812976718,0.0045495182275772095,0.00020388678240124136,0.00018167673260904849,0.011219301261007786,0.0004564877599477768,0.17699886858463287,0.2187414914369583,0.0236859992146492,0.032568711787462234,0.00499724643304944,0.0006115931319072843,0.004460818134248257,0.022589191794395447,0.0007984350668266416,0.01143557671457529,0.4842250645160675,0.46447551250457764,0.012179140001535416,0.03781694546341896,0.13474586606025696,0.12379658967256546,1.6040344235079829e-06,6.6793709265766665e-06,0.47435028851032257,0.017277989434660412,0.2832415848970413,0.08992421627044678,65.4863118072138,10.789630724615707,36.162735784039604,23.93903068916553
918,2.5249182726838626e-06,0.06548955291509628,0.08108150213956833,0.08574682474136353,0.02692854404449463,0.01662905514240265,0.0005447766743600368,1.2120391374992323e-06,1.2269883882254362e-06,0.06074078753590584,0.034840162843465805,0.08179675787687302,0.08593909442424774,0.028111079707741737,0.13076180219650269,0.13179346919059753,0.02414984628558159,0.10941317677497864,0.11028182506561279,0.48274990916252136,0.28970783948898315,0.013216687366366386,0.011397983878850937,0.001770454808138311,0.005818965844810009,0.10905126482248306,5.4642296163365245e-05,0.002832928439602256,0.003965071402490139,0.0043717618100345135,0.00015638892364222556,0.00014702744374517351,0.00995151698589325,0.00037293334025889635,0.2096923291683197,0.26140162348747253,0.023759227246046066,0.03130727261304855,0.004369537811726332,0.0008242531912401319,0.0036574651021510363,0.022002097219228745,0.0006208074046298862,0.012610015459358692,0.4503045678138733,0.44883084297180176,0.013251740485429764,0.04694340378046036,0.14019113779067993,0.12164031714200974,2.0695631519629387e-06,5.920133389736293e-06,0.4495677053928375,0.028683413702916976,0.22975720092654228,0.0973990447819233,64.2636448091019,16.72106834565057,31.48406081294287,25.423037265702003
921,2.8193048819957767e-06,0.0658920556306839,0.1080574318766594,0.07461569458246231,0.027514604851603508,0.016046732664108276,0.0006188077968545258,1.2096556929463986e-06,1.1432024393798201e-06,0.07659421861171722,0.05257859453558922,0.11290623992681503,0.12350013107061386,0.025588814169168472,0.12895360589027405,0.12606072425842285,0.03036259487271309,0.07896748185157776,0.07328689843416214,0.4977012276649475,0.3345052897930145,0.011307787150144577,0.007524185348302126,0.0016432865522801876,0.009173573926091194,0.1379576176404953,4.5845674321753904e-05,0.003649357706308365,0.003370488528162241,0.0043662674725055695,0.00016018356836866587,0.00014663179172202945,0.011227196082472801,0.0003866767219733447,0.1922978162765503,0.24679836630821228,0.0222026277333498,0.03068496845662594,0.00518816290423274,0.0007822253974154592,0.004020997788757086,0.022336885333061218,0.000717085029464215,0.010172024369239807,0.480158269405365,0.48005107045173645,0.009472162462770939,0.03658052161335945,0.13914327323436737,0.12676207721233368,1.7104664493672317e-06,6.860713256173767e-06,0.4801046699285507,0.024974169980851002,0.25153900124132633,0.1062866561114788,65.75833434616088,14.880518753349891,33.46985330446673,27.11387774132461
924,1.901976361295965e-06,0.02587285451591015,0.0402417816221714,0.19117233157157898,0.05379641428589821,0.03749627247452736,0.0005071403575129807,8.594320206611883e-07,6.306236173259094e-07,0.08058427274227142,0.05612284317612648,0.12784187495708466,0.13267727196216583,0.03388471528887749,0.11031363904476166,0.10743866860866547,0.037490617483854294,0.07230673730373383,0.06884102523326874,0.49014952778816223,0.38386213779449463,0.010441981256008148,0.007933598943054676,0.0012132608098909259,0.01700037159025669,0.17905141413211823,3.30279981426429e-05,0.005114457104355097,0.005867624189704657,0.007921665906906128,2.9480328521458432e-05,2.5985789761762135e-05,0.017409905791282654,0.00133723602630198,0.13725537061691284,0.15749458968639374,0.023265881463885307,0.03541523590683937,0.00808707531541586,0.0003655690816231072,0.0029349473770707846,0.024735242128372192,0.000507055432535708,0.00816382747143507,0.4611518085002899,0.4627916216850281,0.0036043717991560698,0.009043301455676556,0.08306807279586792,0.08176232874393463,1.2255208048372879e-06,4.554263341560727e-06,0.461971715092659,0.06374259922995407,0.2350315754301846,0.1851118728518486,64.88624552065752,30.853184319601855,31.975711423367088,39.316395124602444
927,1.6139806575665716e-06,0.025433771312236786,0.032941147685050964,0.15302006900310516,0.05968335270881653,0.03777579590678215,0.0004992061294615269,7.787398317304906e-07,3.5238053897046484e-07,0.10209494084119797,0.09615350514650345,0.12640917301177979,0.1357918381690979,0.039086900651454926,0.10349427163600922,0.10368002951145172,0.04226270690560341,0.08247419446706772,0.07479824870824814,0.5089942216873169,0.46652647852897644,0.008248910307884216,0.005373220890760422,0.0010474066948518157,0.016525017097592354,0.21113638579845428,3.74523842765484e-05,0.006156110670417547,0.005661532282829285,0.012107804417610168,2.976445284730289e-05,2.429884989396669e-05,0.01619826629757881,0.0013914486626163125,0.11776448041200638,0.1258227378129959,0.01985153928399086,0.03954789787530899,0.008812491782009602,0.00030045874882489443,0.003576358314603567,0.022160062566399574,0.0005705873481929302,0.007646727841347456,0.48394909501075745,0.5246120095252991,0.002392399124801159,0.005303916987031698,0.04856424778699875,0.05868448689579964,8.601043646194739e-07,3.638100906755426e-06,0.5042805522680283,0.05102471076861548,0.25847390480339527,0.18207822740077972,66.8558337811732,26.317424665799948,34.07815393073998,38.92286051957248
930,1.9060456679653726e-06,0.025230294093489647,0.023538490757346153,0.17278239130973816,0.05871526524424553,0.04932854697108269,0.0005545393214561045,8.874898753674643e-07,4.165633242791955e-07,0.10380852222442627,0.08895140141248703,0.24611739814281464,0.24399060010910034,0.048391420394182205,0.10596413910388947,0.10477359592914581,0.03633629530668259,0.04421896114945412,0.03397844731807709,0.4800298511981964,0.42690926790237427,0.009716966189444065,0.006567166652530432,0.0011041887337341905,0.011445969343185425,0.2265474945306778,8.330684067914262e-05,0.0072281560860574245,0.008923706598579884,0.014919315464794636,2.0706469513243064e-05,1.816030817280989e-05,0.015898331999778748,0.0012954892590641975,0.11364597082138062,0.13958223164081573,0.022285746410489082,0.04162029176950455,0.009989061392843723,0.0004531877057161182,0.004506370984017849,0.036820538341999054,0.000654110626783222,0.006615646183490753,0.5061925649642944,0.5584760904312134,0.0010436062002554536,0.00337024824693799,0.06501324474811554,0.07767304033041,9.307076993536612e-07,3.987943728134269e-06,0.5323343276977539,0.057607086029141406,0.23892697598785162,0.19966494292020798,68.04435250390998,28.73684065690329,32.334314993499405,41.13586473033072
933,2.1356206616474083e-06,0.024829840287566185,0.02453046478331089,0.15531601011753082,0.07310311496257782,0.05929247662425041,0.0005676178261637688,7.690825327699713e-07,3.7767543403788295e-07,0.11367648839950562,0.10245784372091293,0.27297163009643555,0.2600908875465393,0.04051091521978378,0.10885867476463318,0.11042383313179016,0.03744899109005928,0.0392221137881279,0.029768984764814377,0.45694613456726074,0.4367567300796509,0.008408387191593647,0.005316381808370352,0.0009522783802822232,0.009696976281702518,0.20976364612579346,8.61136504681781e-05,0.007569252513349056,0.011607433669269085,0.016109434887766838,1.237986271007685e-05,1.1306532542221248e-05,0.017335839569568634,0.001139159081503749,0.09390643239021301,0.1217394694685936,0.026419347152113914,0.03916763886809349,0.01284724660217762,0.0006981119513511658,0.004665988497436047,0.03866312652826309,0.0007053087465465069,0.007470519281923771,0.48937004804611206,0.5179488658905029,0.000728077080566436,0.0022505628876388073,0.07647353410720825,0.09137046337127686,9.194051813210535e-07,3.729935315277544e-06,0.5036594569683075,0.051779898837594374,0.23576579242944717,0.18253982812166214,66.82851947407954,26.603311675279357,32.043592520245475,38.98306981785849
936,2.046066811089986e-06,0.024989577010273933,0.022569995373487473,0.17094501852989197,0.06982097774744034,0.05549580603837967,0.000561706954613328,8.609307542428724e-07,3.302224342860427e-07,0.11449283361434937,0.09660252183675766,0.21896518766880035,0.21998406946659088,0.03283165395259857,0.13088609278202057,0.13395540416240692,0.03174370527267456,0.05074640363454819,0.03942016884684563,0.48566460609436035,0.4589260220527649,0.0085523696616292,0.0064130607061088085,0.0009705583215691149,0.008736826479434967,0.19801127910614014,7.987079152371734e-05,0.007530946284532547,0.008924562484025955,0.014582489617168903,1.4605217074858956e-05,1.2767927728418726e-05,0.017849750816822052,0.0011068321764469147,0.09589245915412903,0.12971527874469757,0.022558752447366714,0.03331116959452629,0.01508229412138462,0.0007570855086669326,0.004549028351902962,0.04109915718436241,0.0007440005429089069,0.006458170711994171,0.5644725561141968,0.5820674896240234,0.000746648758649826,0.0017556229140609503,0.08924572914838791,0.1116974726319313,8.512033105034789e-07,3.7366610285971547e-06,0.5732700228691101,0.056990797224898415,0.24803755013272166,0.18447814881801605,69.63329247325856,28.517080136779317,33.15843570803541,39.23460593352924
939,2.0471150037337793e-06,0.03259118273854256,0.027432557195425034,0.15392006933689117,0.0588054321706295,0.047864701598882675,0.0005852389731444418,9.048446827364387e-07,3.5380799090489745e-07,0.11382996290922165,0.10334864258766174,0.2058955430984497,0.21146823465824127,0.04082498699426651,0.11546090245246887,0.11624295264482498,0.03619859367609024,0.0552985742688179,0.04165922477841377,0.47896429896354675,0.4427914321422577,0.008692575618624687,0.006539466325193644,0.0010502702789381146,0.007921387441456318,0.1832352578639984,7.614240166731179e-05,0.007108914200216532,0.008486471138894558,0.018967313691973686,1.3763173228653613e-05,1.1456108040874824e-05,0.01672961190342903,0.000935594376642257,0.10569445043802261,0.14553120732307434,0.025301562622189522,0.040008947253227234,0.013042722828686237,0.0010260043200105429,0.0042620315216481686,0.044940829277038574,0.00076915486715734,0.006277792621403933,0.6085997819900513,0.6323451399803162,0.0009811690542846918,0.001869445201009512,0.11410178989171982,0.15138354897499084,9.116788532992359e-07,3.725843271240592e-06,0.6204724609851837,0.05131509620605357,0.245444867759943,0.1685776636004448,71.27996447847931,26.427617281249077,32.92595849475807,37.10778142882195
942,2.692147518246202e-06,0.02467636950314045,0.02875952422618866,0.1518804132938385,0.0802023857831955,0.05313720554113388,0.0007070837891660631,1.0924110256382846e-06,4.923030587633548e-07,0.1321534365415573,0.12350406497716904,0.2534392774105072,0.24936231970787048,0.039207350462675095,0.12446779757738113,0.12205437570810318,0.03677342087030411,0.04583720117807388,0.03425980359315872,0.4744133949279785,0.4867480993270874,0.007592905778437853,0.005233811680227518,0.0011548313777893782,0.0063120704144239426,0.18553526699543,9.381162089994177e-05,0.007729892618954182,0.010430368594825268,0.01797444187104702,1.9436412912909873e-05,1.7572136130183935e-05,0.012224054895341396,0.0010992613388225436,0.09982145577669144,0.16384801268577576,0.035904232412576675,0.057928409427404404,0.00795464776456356,0.0008061762782745063,0.004982082638889551,0.060438256710767746,0.0009954599663615227,0.005728478077799082,0.6719237565994263,0.694861888885498,0.0013867908855900168,0.0040353876538574696,0.1677723377943039,0.19948433339595795,9.803150078369072e-07,4.751647793455049e-06,0.6833928227424622,0.050639140614293865,0.25364934699609876,0.16870784014463425,73.2159928908111,26.170601163907648,33.65614897791609,37.12579791878605
945,2.5794902285269927e-06,0.07511599361896515,0.041027724742889404,0.07354800403118134,0.037677161395549774,0.034890078008174896,0.0007062601507641375,8.980377970146947e-07,3.2978024933072447e-07,0.3057052791118622,0.2792665362358093,0.3073562979698181,0.30831053853034973,0.03186221420764923,0.19258299469947815,0.19367705285549164,0.01935419626533985,0.0416230708360672,0.0318622887134552,0.651409387588501,0.5533827543258667,0.0027014564257115126,0.0017236679559573531,0.0010737680131569505,0.006072002928704023,0.2184981256723404,0.00011106977763120085,0.010167660191655159,0.009595053270459175,0.020329196006059647,2.2379812435247004e-05,1.891305873868987e-05,0.011417106725275517,0.0010214521316811442,0.08364380896091461,0.14617998898029327,0.034412454813718796,0.045391108840703964,0.007380846422165632,0.0007227775640785694,0.0037357944529503584,0.050777193158864975,0.0008338513434864581,0.00532956887036562,0.7555190920829773,0.7542738914489746,0.002265858929604292,0.0040731364861130714,0.14007915556430817,0.17116883397102356,9.101620435103541e-07,4.002394689450739e-06,0.754896491765976,0.024529765634118423,0.33023396506905556,0.14602306485176086,75.12181582397037,14.654530545558789,39.77601242097919,33.8221987651315
948,3.9614624256500974e-06,0.007846537046134472,0.007095803506672382,0.28158196806907654,0.2647811472415924,0.18772287666797638,0.0008114305674098432,2.6437053293193458e-06,5.637739377561957e-07,0.7233097553253174,0.6052608489990234,0.6497721076011658,0.6241482496261597,0.0326993353664875,0.15915729105472565,0.16227474808692932,0.03481890261173248,0.01013359148055315,0.010113866999745369,0.6532204151153564,0.8026952743530273,0.0006541829789057374,0.00039405349525623024,0.0009343632846139371,0.0006481162854470313,0.1976197510957718,0.001514457748271525,0.007543177343904972,0.00995328277349472,0.02208426594734192,3.217508128727786e-05,2.6827830879483372e-05,0.019504370167851448,0.0015044414903968573,0.08393555879592896,0.17071616649627686,0.05576290562748909,0.06950192898511887,0.009809820912778378,0.0008493839995935559,0.0043494366109371185,0.021342121064662933,0.0013717282563447952,0.011468090116977692,0.7845406532287598,0.8350220918655396,0.004150348715484142,0.008233130909502506,0.19243867695331573,0.2554062008857727,1.3306378150446108e-06,3.853966063616099e-06,0.8097813725471497,0.09388032366041443,0.36771450750529766,0.23960085958242416,76.41022889474523,39.65587916497025,42.37736079375769,45.61087981712239
951,1.855148070717405e-06,0.006708834785968065,0.0022583939135074615,0.46362748742103577,0.17439061403274536,0.4011631906032562,0.0005053028580732644,6.252040748222498e-06,4.4620449557442043e-07,0.6259852051734924,0.25990772247314453,0.25089362263679504,0.1855529248714447,0.30943992733955383,0.019655440002679825,0.016230318695306778,0.3016529083251953,0.05494077876210213,0.08460477739572525,0.6080060005187988,0.7579846978187561,0.0006071273819543421,0.002556528663262725,0.0008549689082428813,9.216625767294317e-05,0.07671700417995453,0.01247342023998499,0.0011788259726017714,0.0024211418349295855,0.009019547142088413,0.00026100839022547007,0.0001569840096635744,0.0075786542147397995,0.000540317443665117,0.19232656061649323,0.2349429726600647,0.030206548050045967,0.02895909920334816,0.005046513397246599,0.000668252061586827,0.006808775942772627,0.013263624161481857,0.0013986154226586223,0.02253205142915249,0.7810603976249695,0.7504554986953735,0.02737484499812126,0.00587218813598156,0.08622024208307266,0.09547318518161774,1.2085290563845774e-06,3.3390706448699348e-06,0.7657579481601715,0.15468182660697494,0.3437394817592576,0.27017224580049515,75.38783718573686,51.9870815192929,40.740002001866266,48.602049246323816
954,1.576990143803414e-06,0.005656056571751833,0.0019456972368061543,0.42538076639175415,0.12617987394332886,0.44681552052497864,0.00027689686976373196,6.981437763897702e-06,4.975264573658933e-07,0.4347308278083801,0.06855037063360214,0.08406414836645126,0.04319176822900772,0.26117682456970215,0.03129032254219055,0.029127884656190872,0.28049102425575256,0.17562982439994812,0.22549718618392944,0.40683555603027344,0.642004132270813,0.0015832600183784962,0.010926649905741215,0.0006660412182100117,0.00043559272307902575,0.1178521141409874,0.009569904766976833,0.0008065059082582593,0.004256892949342728,0.005276253912597895,9.040790610015392e-05,8.698386955074966e-05,0.019679643213748932,0.0010903070215135813,0.16589254140853882,0.17417177557945251,0.03619703650474548,0.015820449218153954,0.00634295679628849,0.0003550415567588061,0.00515341991558671,0.009030028246343136,0.000617175071965903,0.033302612602710724,0.7832183837890625,0.6364235877990723,0.013782868161797523,0.005632481537759304,0.021745022386312485,0.014423890970647335,1.8930351188828354e-06,3.918040874850703e-06,0.7098209857940674,0.14185271938913502,0.2641103605274111,0.2716164402663708,73.95347635651318,49.82360578237732,34.564426052947965,48.735235221141906
957,2.47130947172991e-06,0.027710098773241043,0.0016781218582764268,0.2786923050880432,0.019105736166238785,0.41441455483436584,0.00022532694856636226,5.970595793769462e-06,7.384967375401175e-07,0.4130273163318634,0.01594139076769352,0.09432707726955414,0.03405938670039177,0.15573574602603912,0.1465497612953186,0.0785273015499115,0.10625965893268585,0.16533644497394562,0.27014297246932983,0.3350599408149719,0.5072751641273499,0.0018167563248425722,0.041442595422267914,0.0007538182544521987,0.00043010193621739745,0.045239128172397614,0.004748349543660879,0.0005151499644853175,0.003972171805799007,0.0016370066441595554,0.0025437255389988422,0.0033455723896622658,0.013856022618710995,0.007863805629312992,0.07042668014764786,0.07291015982627869,0.019011368975043297,0.01327483169734478,0.0018395257648080587,9.471272278460674e-06,0.006636354606598616,0.014015673659741879,0.001139678992331028,0.03279486671090126,0.7771582007408142,0.633792519569397,0.07284501940011978,0.0437534898519516,0.02291765995323658,0.019459009170532227,1.560976670589298e-06,3.3184774110850412e-06,0.7054753601551056,0.09486053433890144,0.2179308313934598,0.1619657166302204,73.83501339485964,39.904703536485655,30.35540777242696,36.17890363250621
1014,1.4544646091962932e-06,0.004910671152174473,0.0025289684999734163,0.27329400181770325,0.0882200375199318,0.36693042516708374,0.0005173604586161673,3.997050498583121e-06,9.32550392462872e-07,0.6381410360336304,0.4193285405635834,0.4258727431297302,0.3984607756137848,0.04986351355910301,0.3782215118408203,0.34264567494392395,0.018567176535725594,0.02411000244319439,0.034114688634872437,0.456259161233902,0.8250429630279541,0.0005778338527306914,0.0011235885322093964,0.0007648596074432135,0.0008963729487732053,0.13267679512500763,0.006075914949178696,0.0009477377170696855,0.006722594611346722,0.006224990356713533,0.004163543228060007,0.003849235363304615,0.004481938201934099,0.006316465325653553,0.15848053991794586,0.1651717722415924,0.024112315848469734,0.017636002972722054,0.0007780523155815899,1.1599376193771604e-05,0.010561306960880756,0.010896374471485615,0.0014666322385892272,0.03440156206488609,0.6293905973434448,0.4662715494632721,0.13119390606880188,0.05099808797240257,0.056238189339637756,0.044631000608205795,2.181953277613502e-06,2.4293092337757116e-06,0.5478310734033585,0.09376892680302262,0.322185440978501,0.20298539847135544,68.66504598102965,39.62747086053977,39.18646876002341,41.53581535654274
1017,1.5776217878737953e-06,0.004077669698745012,0.0019331612857058644,0.37926945090293884,0.28084829449653625,0.45918354392051697,0.0004944236716255546,8.280821930384263e-06,1.0966227819153573e-06,0.78239905834198,0.40787944197654724,0.5271656513214111,0.2264646291732788,0.03233417123556137,0.341031014919281,0.3008379638195038,0.012350556440651417,0.013767301104962826,0.08777843415737152,0.3575168251991272,0.8363273739814758,0.0002920489350799471,0.0012914207763969898,0.0009719747467897832,0.00012777562369592488,0.07849325984716415,0.017213262617588043,0.0004471678985282779,0.0022550763096660376,0.009857547469437122,0.000980064389295876,0.0006812977371737361,0.012001818977296352,0.002104379003867507,0.495157927274704,0.4347122013568878,0.028737898916006088,0.04139585793018341,0.004158662166446447,0.0001246207975782454,0.00833958014845848,0.0076309069991111755,0.0018316095229238272,0.03813547641038895,0.7482004165649414,0.7723301649093628,0.08746325224637985,0.03097645938396454,0.16377507150173187,0.169828861951828,3.4070421861542854e-06,2.1932587515038904e-06,0.7602652907371521,0.12697693767646948,0.2999637575412635,0.2288813553750515,75.25402463172969,47.057412994446565,37.497168429632374,44.477904027818255
1020,1.7379820747009944e-06,0.004546317271888256,0.002572007942944765,0.2917857766151428,0.3570495545864105,0.4209088683128357,0.0006896078702993691,6.44419242235017e-06,8.820946391097095e-07,0.44075942039489746,0.2042504996061325,0.2770206034183502,0.17985635995864868,0.008341807872056961,0.4392089545726776,0.46105191111564636,0.00873059406876564,0.04277010262012482,0.07964480668306351,0.311652272939682,0.7640047669410706,0.0013312021037563682,0.0038758162409067154,0.0012805558508262038,0.00015849756891839206,0.12372272461652756,0.008564389310777187,0.0012926316121593118,0.0008646172937005758,0.008422206155955791,0.00119730643928051,0.0007066675461828709,0.00869730208069086,0.001165510038845241,0.3293568789958954,0.3175618052482605,0.01967896707355976,0.05834191292524338,0.0037660200614482164,0.0001912127627292648,0.008726723492145538,0.015730611979961395,0.0020130006596446037,0.01970217563211918,0.7497346997261047,0.8221595287322998,0.08353695273399353,0.029316823929548264,0.18620778620243073,0.2956637442111969,1.3183210967326886e-06,3.115311756118899e-06,0.7859471142292023,0.0978965835335354,0.2706938412738964,0.2077542506158352,75.86749395156018,40.66254134512365,35.123394891343715,42.100809944415914
1023,1.6853523447935004e-06,0.006303698290139437,0.005397528875619173,0.3363989591598511,0.23060359060764313,0.14730502665042877,0.000564950576517731,4.530761543719564e-06,9.377856144965335e-07,0.20826315879821777,0.09425404667854309,0.3154057562351227,0.27675125002861023,0.02145533636212349,0.34070757031440735,0.3309221863746643,0.008182193152606487,0.03545033559203148,0.03763207420706749,0.3138059079647064,0.5153295993804932,0.004664119333028793,0.012557909823954105,0.0016347714699804783,0.0017847311682999134,0.18479497730731964,0.0005576145485974848,0.003255861811339855,0.0019040555926039815,0.013477408327162266,0.0003112173289991915,0.0002280772168887779,0.013695009984076023,0.0012790304608643055,0.20104068517684937,0.22384516894817352,0.02981738932430744,0.08868737518787384,0.004281340166926384,0.00029305944917723536,0.005123065318912268,0.02485133521258831,0.0013272598152980208,0.009860511869192123,0.8309073448181152,0.8808730840682983,0.03180692344903946,0.02897723950445652,0.224472314119339,0.2961133122444153,1.3935004972154275e-06,3.891285359713947e-06,0.8558902144432068,0.11231275123524635,0.21020918362773955,0.26059696823358536,77.39377772450315,44.01489119033037,29.598206904900003,47.70118981631879
1026,2.2457029444922227e-06,0.005000298377126455,0.005700331646949053,0.3250405192375183,0.21951188147068024,0.12494715303182602,0.0009155985317192972,3.016260961885564e-06,1.3330765114005771e-06,0.15390466153621674,0.09667205810546875,0.3273496627807617,0.3123185932636261,0.06629335880279541,0.1732887178659439,0.11940152198076248,0.023639405146241188,0.037091463804244995,0.02911236137151718,0.4192795157432556,0.5075909495353699,0.00733324745669961,0.009443245828151703,0.002535303123295307,0.004223132971674204,0.15844714641571045,0.00026388312107883394,0.00379564194008708,0.0051005324348807335,0.01853134296834469,0.00017764908261597157,0.000138848990900442,0.006826165597885847,0.001171959680505097,0.29939261078834534,0.41122886538505554,0.0522574707865715,0.1483159363269806,0.0024501276202499866,0.0003351056366227567,0.00877554900944233,0.051986511796712875,0.0021690144203603268,0.005757511127740145,0.7840813398361206,0.8412414193153381,0.011017513461411,0.024813642725348473,0.32678502798080444,0.3696393668651581,1.5420317822645302e-06,5.097529992781347e-06,0.8126613795757294,0.10845233910367824,0.23439277382567525,0.24174383282661438,76.47416149631661,43.15489342363368,31.916541417564886,45.83185362571476
1029,2.1846185518370476e-06,0.008322112262248993,0.011806031689047813,0.23753942549228668,0.1674562692642212,0.09661063551902771,0.0007772219250909984,2.7055029931943864e-06,1.0163297474719002e-06,0.1675819307565689,0.10847833007574081,0.4050653278827667,0.3725490868091583,0.06047171354293823,0.15013794600963593,0.12206805497407913,0.027176938951015472,0.02923433855175972,0.021757319569587708,0.4450036585330963,0.4792191684246063,0.007218564860522747,0.0071825007908046246,0.0018319495720788836,0.007768430281430483,0.2177814245223999,0.000131667431560345,0.005965316668152809,0.003608599305152893,0.013078439049422741,0.0001857343886513263,0.000150622523506172,0.011161240749061108,0.0011458309600129724,0.18321791291236877,0.2709900438785553,0.037220802158117294,0.097853884100914,0.004212900530546904,0.0003397245309315622,0.005790054332464933,0.03531406447291374,0.0015612064162269235,0.005293515045195818,0.7877689599990845,0.8326355814933777,0.012763815000653267,0.0250098817050457,0.32288289070129395,0.36567020416259766,1.2979133998669568e-06,5.852964932273608e-06,0.8102022707462311,0.07929192746814806,0.23608774272724986,0.2276604250073433,76.41959398709497,35.693116947120956,32.07331531598807,44.34585893164287
1032,2.2941947008803254e-06,0.008337958715856075,0.006848245393484831,0.21497970819473267,0.15761464834213257,0.11522150784730911,0.0008906678413040936,2.69083079729171e-06,8.749179869482759e-07,0.1447121500968933,0.11372606456279755,0.2772195637226105,0.2786591351032257,0.06661897152662277,0.1327534317970276,0.1030714362859726,0.03118426725268364,0.04737430065870285,0.03642214834690094,0.5078620910644531,0.5131250619888306,0.007788281887769699,0.006584286689758301,0.0019536055624485016,0.005808104760944843,0.176138773560524,0.00012967026850674301,0.005048637744039297,0.003150317585095763,0.010832367464900017,0.00030046419124118984,0.0002451034088153392,0.008073423989117146,0.0008537743124179542,0.23109830915927887,0.3095676600933075,0.03267686441540718,0.09479150921106339,0.0033683027140796185,0.00033505805185995996,0.007315326482057571,0.0405920185148716,0.001939997891895473,0.005392705090343952,0.7605094313621521,0.806732177734375,0.012072522193193436,0.02781538851559162,0.33491790294647217,0.3648819625377655,1.3209589724283433e-06,5.9939006860076915e-06,0.7836208045482635,0.07184175859826307,0.25904333929065615,0.19555924087762833,75.81318033654898,33.46163306438015,34.12760851478365,40.63369997981392
1035,2.0700113054772373e-06,0.0058573451824486256,0.006021395791321993,0.24311193823814392,0.21925407648086548,0.13774541020393372,0.0008858707151375711,2.8410970571712824e-06,8.770884392106382e-07,0.1299695521593094,0.08637256920337677,0.32498905062675476,0.31511765718460083,0.053595200181007385,0.16610711812973022,0.13855648040771484,0.025674613192677498,0.040711622685194016,0.03323064744472504,0.5014463663101196,0.49593207240104675,0.010324069298803806,0.010769967921078205,0.0021003978326916695,0.01054774783551693,0.20224228501319885,8.392694144276902e-05,0.005838562734425068,0.0035360255278646946,0.013401421718299389,0.00017892831237986684,0.0001475508906878531,0.010575057938694954,0.0016355639090761542,0.19496721029281616,0.26352113485336304,0.03576984629034996,0.10188046842813492,0.003652903251349926,0.0002253265120089054,0.004853286314755678,0.0382448174059391,0.0015411702916026115,0.005259155761450529,0.8247276544570923,0.8476663827896118,0.016134612262248993,0.023907532915472984,0.37148603796958923,0.40742385387420654,1.3052243730271584e-06,6.401626706065144e-06,0.836197018623352,0.08114613914707054,0.25231429492123425,0.2226771116256714,76.98391767666142,36.225424208536474,33.5384156096158,43.80033037356237
