frame,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,happiness,surprise,anger,sadness
177,3.34706055582501e-06,0.028141476213932037,0.0014849217841401696,0.268926203250885,0.021302472800016403,0.17534038424491882,9.418783156434074e-05,2.742440074143815e-06,5.314473128237296e-07,0.08845743536949158,0.05054137855768204,0.19650475680828094,0.2159293293952942,0.024260742589831352,0.14966778457164764,0.13952474296092987,0.015802545472979546,0.037203967571258545,0.03527116775512695,0.459242045879364,0.20289582014083862,0.00749572366476059,0.00912510696798563,0.00012263318058103323,0.0020550729241222143,0.31180012226104736,0.0007913358858786523,0.005085192620754242,0.0036858299281448126,0.000498119043186307,0.011007952503859997,0.013483742251992226,0.004748058505356312,0.0004119875084143132,0.016804233193397522,0.029673757031559944,0.037955526262521744,0.00857905950397253,0.009532317519187927,0.0004721619188785553,0.02027781307697296,0.004396103788167238,0.015680326148867607,0.07260650396347046,0.0004632608324754983,0.00025681094848550856,0.003695613704621792,0.004731337074190378,0.02286558412015438,0.01643972657620907,2.6209761472273385e-06,3.3314845495624468e-06,0.00036003589048050344,0.2903631627559662,0.014813198999036103,0.09780596600224574
180,3.6280084714235272e-06,0.019067062065005302,0.0009139402536675334,0.35626885294914246,0.023746205493807793,0.18887847661972046,0.00012664604582823813,2.3871707526268438e-06,4.722752464658697e-07,0.08502253890037537,0.053189147263765335,0.1318020075559616,0.15064144134521484,0.02059638500213623,0.16505636274814606,0.16474297642707825,0.013795909471809864,0.06055254116654396,0.055283401161432266,0.5110416412353516,0.23406843841075897,0.0073439632542431355,0.008124120533466339,0.00018068337521981448,0.0018745851702988148,0.2595418095588684,0.00042044196743518114,0.005681757349520922,0.0038239064160734415,0.0015355254290625453,0.007043573074042797,0.007669089827686548,0.0026754937134683132,0.00017907236178871244,0.024737894535064697,0.03642349690198898,0.06839416176080704,0.02603633888065815,0.002161212032660842,0.0011381669901311398,0.01905226707458496,0.006609644740819931,0.01333913579583168,0.055982958525419235,0.0014879856025800109,0.0011381178628653288,0.004197226837277412,0.0065624709241092205,0.030689459294080734,0.028522025793790817,2.1505338736460544e-06,3.0475598578050267e-06,0.0013130517327226698,0.30790533125400543,0.009990501159336418,0.12366050528362393
183,5.609392246697098e-06,0.040193118155002594,0.001533567439764738,0.24968430399894714,0.018773378804326057,0.17668260633945465,0.00018813756469171494,2.7322955702402396e-06,5.794935873382201e-07,0.07794547080993652,0.03464491665363312,0.2080007642507553,0.21737317740917206,0.0260479673743248,0.12761303782463074,0.1145658940076828,0.02282702922821045,0.036726564168930054,0.03337753936648369,0.43950536847114563,0.19455507397651672,0.007310895714908838,0.012494022957980633,0.00026360852643847466,0.000942999089602381,0.21172884106636047,0.00037694626371376216,0.007811308838427067,0.005463568493723869,0.0019371905364096165,0.00850309431552887,0.009548109956085682,0.0024495217949151993,0.00016123832028824836,0.019401364028453827,0.028389552608132362,0.11950616538524628,0.046103835105895996,0.0009045696351677179,0.001042949385009706,0.01481364294886589,0.005549537483602762,0.010008112527430058,0.056824300438165665,0.011508442461490631,0.010055672377347946,0.010343952104449272,0.016521187499165535,0.052910495549440384,0.05305362120270729,1.5741456991236191e-06,4.697669737652177e-06,0.010782057419419289,0.2307065725326538,0.020863342797383666,0.08924516942352057
186,5.230515853327233e-06,0.02649998664855957,0.0009433464147150517,0.3198885917663574,0.02287246845662594,0.21121931076049805,0.00016652682097628713,2.8862011731689563e-06,6.878879617033817e-07,0.06653762608766556,0.023282982409000397,0.2052628993988037,0.21194428205490112,0.0214424729347229,0.1505286544561386,0.13566672801971436,0.0189359113574028,0.037876442074775696,0.03534713760018349,0.4012658894062042,0.161457821726799,0.00851149670779705,0.018391955643892288,0.00023558508837595582,0.0011798401828855276,0.2025396227836609,0.0003362511342857033,0.00800836831331253,0.00608475087210536,0.0012770298635587096,0.008537163026630878,0.010090740397572517,0.002869126619771123,0.0001904331293189898,0.016222309321165085,0.026695676147937775,0.11605619639158249,0.028445539996027946,0.0014226081548258662,0.0010119605576619506,0.01637876406311989,0.004909342620521784,0.011168058030307293,0.06184365600347519,0.007439678069204092,0.005261770915240049,0.009397884830832481,0.012108158320188522,0.04804115369915962,0.042749226093292236,1.6912129012780497e-06,4.169129169895314e-06,0.006350724492222071,0.26121410727500916,0.013721666531637311,0.11283883173018694
189,4.886428541794885e-06,0.026050375774502754,0.0009366277372464538,0.32664573192596436,0.02121167816221714,0.21657605469226837,0.00018859992269426584,2.37354129239975e-06,4.6740561288061144e-07,0.08722909539937973,0.045325867831707,0.14308203756809235,0.1567782312631607,0.016972552984952927,0.17857055366039276,0.16708719730377197,0.016348952427506447,0.05665376037359238,0.05119113624095917,0.47884804010391235,0.22432281076908112,0.006902462337166071,0.009150450117886066,0.00027403607964515686,0.0010754024842754006,0.19489158689975739,0.00034609471913427114,0.006805007345974445,0.006161828059703112,0.00210190424695611,0.004113840404897928,0.0042420984245836735,0.002961478428915143,0.0001876604655990377,0.020750587806105614,0.03191326558589935,0.11801689118146896,0.03551435470581055,0.001209989539347589,0.0012170815607532859,0.012408004142343998,0.004808065947145224,0.00954809132963419,0.06273169070482254,0.0113555071875453,0.008741003461182117,0.008079011924564838,0.008398482576012611,0.06776173412799835,0.06959651410579681,1.7583582803126774e-06,3.4372142181382515e-06,0.010048255324363708,0.26076865941286087,0.013493501755874604,0.11166722358514865
192,4.922259904560633e-06,0.02203761599957943,0.0008225952624343336,0.3395364284515381,0.023277120664715767,0.22354592382907867,0.0001878597540780902,2.5890183223964414e-06,5.060447847426985e-07,0.07631676644086838,0.03610415756702423,0.13885071873664856,0.1522146314382553,0.021865107119083405,0.1573779135942459,0.15252846479415894,0.0158733818680048,0.05822126194834709,0.0529727078974247,0.49159929156303406,0.19052068889141083,0.007921920157968998,0.011673832312226295,0.000245771516347304,0.0008712186245247722,0.20315870642662048,0.0004780292510986328,0.006810314487665892,0.0060169873759150505,0.0018362279515713453,0.006484130397439003,0.006468344945460558,0.002416024450212717,0.0001594603236299008,0.0202811136841774,0.03093584254384041,0.1322203129529953,0.03389691561460495,0.000980581738986075,0.0013052945723757148,0.014306066557765007,0.005881581921130419,0.010496110655367374,0.06268319487571716,0.009632998146116734,0.006941079627722502,0.010339813306927681,0.008154266513884068,0.05479389429092407,0.05311526730656624,1.8446125977789052e-06,3.40693168254802e-06,0.008287038886919618,0.2713475674390793,0.011430105631006882,0.11749630126481254
195,5.207719368627295e-06,0.010820356197655201,0.0011913924245163798,0.3455217480659485,0.04955776035785675,0.2516181766986847,0.00016080719069577754,3.0639989745395724e-06,6.378114676408586e-07,0.0829492136836052,0.03657670319080353,0.12554311752319336,0.13586746156215668,0.016890333965420723,0.19676600396633148,0.1923237293958664,0.01211446151137352,0.06303057819604874,0.06068148463964462,0.4691911041736603,0.21758238971233368,0.006770626176148653,0.011541208252310753,0.00021049435599707067,0.0007527590496465564,0.18831314146518707,0.0006171244313009083,0.006461172364652157,0.00563588785007596,0.0009732473990879953,0.008449728600680828,0.009040058590471745,0.0023555883672088385,0.00019735677051357925,0.016576675698161125,0.028963230550289154,0.13566948473453522,0.02262328565120697,0.001362440874800086,0.0010992801981046796,0.01740492321550846,0.005243560299277306,0.01571439951658249,0.0815020352602005,0.005363862961530685,0.0031393300741910934,0.009706239216029644,0.007579654920846224,0.05742659419775009,0.04743701592087746,2.225841626568581e-06,3.4676627365115564e-06,0.0042515965178608894,0.2669174447655678,0.00600587431108579,0.12100384508570035
198,4.091928531124722e-06,0.013942494988441467,0.0011656497372314334,0.30401694774627686,0.03975319862365723,0.2447083443403244,0.0001397325104335323,2.3445979877578793e-06,5.206247237765638e-07,0.08966915309429169,0.03715340048074722,0.11818230897188187,0.12872597575187683,0.016679400578141212,0.20180687308311462,0.19898565113544464,0.011386120691895485,0.06670776754617691,0.06480829417705536,0.46105724573135376,0.20869524776935577,0.0061219604685902596,0.010906892828643322,0.00019956237520091236,0.0009295447380281985,0.19037145376205444,0.0005027480074204504,0.007167389150708914,0.005362080410122871,0.0010267641628161073,0.005348828621208668,0.005381460767239332,0.002821484347805381,0.00027383369160816073,0.016095561906695366,0.02651629038155079,0.122121661901474,0.021268652752041817,0.0017676422139629722,0.0008260214817710221,0.015863092616200447,0.005147975869476795,0.011218713596463203,0.06047353148460388,0.004481325391680002,0.0024931025691330433,0.008732686750590801,0.004957339260727167,0.03560878708958626,0.028743049129843712,1.9095809875580017e-06,2.703934569581179e-06,0.0034872139804065228,0.24719420075416565,0.00755407236283645,0.10491574571157496
201,4.1386456359759904e-06,0.00994569156318903,0.001456636469811201,0.3620448410511017,0.049787916243076324,0.20972999930381775,0.0001270853099413216,2.6094858185388148e-06,5.961617830507748e-07,0.09168266505002975,0.04264186695218086,0.1467868685722351,0.1538725644350052,0.01876419223845005,0.1821945458650589,0.17649953067302704,0.013108096085488796,0.05471549555659294,0.05406004562973976,0.45365339517593384,0.24385516345500946,0.006104044616222382,0.010104753077030182,0.00020546991436276585,0.0006390388589352369,0.19093769788742065,0.0007330672233365476,0.007076897658407688,0.006209619343280792,0.0010237375972792506,0.004608860705047846,0.005494745913892984,0.0027426707092672586,0.0002471725456416607,0.016237789765000343,0.029243597760796547,0.11108110845088959,0.022363852709531784,0.002133470494300127,0.0009345208527520299,0.01842886209487915,0.00510795833542943,0.012211740016937256,0.05715622380375862,0.003364573698490858,0.0021551731042563915,0.0051893144845962524,0.0069510419853031635,0.03570137545466423,0.027288321405649185,1.971377514564665e-06,2.8579672743944684e-06,0.002759873401373625,0.27649126946926117,0.005701164016500115,0.12404948255668084
204,4.3922741497226525e-06,0.012298260815441608,0.0010645730653777719,0.34092867374420166,0.04234732314944267,0.24927157163619995,0.00014207458298187703,2.8144827410869766e-06,6.191220904838701e-07,0.07523832470178604,0.028286529704928398,0.16870833933353424,0.18201862275600433,0.012778122909367085,0.23566274344921112,0.22543971240520477,0.010962038300931454,0.04776307940483093,0.04423348605632782,0.41434210538864136,0.1611013263463974,0.007764962036162615,0.015598746947944164,0.00019467332458589226,0.0007546364795416594,0.1865103542804718,0.0005703793722204864,0.007191523909568787,0.004338370636105537,0.0011039611417800188,0.009051204659044743,0.009815608151257038,0.0022783984895795584,0.00021659856429323554,0.013712422922253609,0.020499365404248238,0.104741171002388,0.02281038463115692,0.0016557297203689814,0.001015413086861372,0.018237855285406113,0.004906113259494305,0.014590290375053883,0.07237373292446136,0.0042897723615169525,0.0027817566879093647,0.008902830071747303,0.007659377530217171,0.036808647215366364,0.033819153904914856,1.9230956240789965e-06,3.2434702461614506e-06,0.0035357645247131586,0.26371951401233673,0.00668141694040969,0.11993182885150115
207,4.04648153562448e-06,0.019447099417448044,0.0016853759298101068,0.2657346725463867,0.03581637516617775,0.21722723543643951,6.646339897997677e-05,2.2945380351302447e-06,6.587414986825024e-07,0.09396196156740189,0.042598262429237366,0.13166683912277222,0.14927850663661957,0.017808817327022552,0.1928941011428833,0.18486832082271576,0.012349875643849373,0.059901073575019836,0.059144485741853714,0.4722086489200592,0.21144229173660278,0.006349986884742975,0.010188077576458454,9.436349500901997e-05,0.0015280582010746002,0.19895440340042114,0.0005367479170672596,0.0084084989503026,0.004254987463355064,0.00029521764372475445,0.006132123991847038,0.008323455229401588,0.004918683785945177,0.0004337811842560768,0.006517523434013128,0.01361212506890297,0.04219694063067436,0.0052162837237119675,0.01796327531337738,0.0007130430894903839,0.02629433572292328,0.005477502476423979,0.01602567918598652,0.05908690020442009,0.0003099463938269764,0.00014539599942509085,0.0026087239384651184,0.004288884345442057,0.009210857562720776,0.006149777676910162,2.279232148794108e-06,2.5637452836235752e-06,0.00022767119662603363,0.23234453797340393,0.010566237673629075,0.09339675058921178
210,1.5312649566112668e-06,0.016510266810655594,0.0013332035159692168,0.3022578954696655,0.05048958957195282,0.2498595118522644,1.1917428309971001e-05,4.91849277750589e-07,6.551328510795429e-07,0.09243527799844742,0.040516361594200134,0.164528489112854,0.182563915848732,0.035917192697525024,0.12811487913131714,0.11712180823087692,0.024362713098526,0.052043672651052475,0.051000528037548065,0.4553942382335663,0.2467128187417984,0.008321121335029602,0.016808487474918365,4.6099117753328755e-05,0.0015681828372180462,0.009556252509355545,0.00010171680332859978,0.0038459075149148703,0.016426844522356987,0.00012401006824802607,0.00045580510050058365,0.0007944400422275066,0.003749959170818329,0.0028810754884034395,0.0002965052844956517,0.001108808210119605,0.035356488078832626,0.0010540856746956706,0.5537741184234619,0.0007682981085963547,0.024113627150654793,0.0032568457536399364,0.01753256469964981,0.0054952469654381275,3.305913196527399e-05,7.262764484039508e-06,0.0006306658033281565,0.0009699265938252211,5.690161924576387e-05,1.9266315575805493e-05,3.0578512451029383e-06,5.039950110585778e-07,2.016094822465675e-05,0.15590707398951054,0.008921735163312405,0.1011693802041312
213,2.900759682233911e-06,0.013665496371686459,0.0016339023131877184,0.3614868223667145,0.05021138861775398,0.1880170702934265,2.7780459276982583e-05,1.615523729014967e-06,9.442136956749891e-07,0.09401337057352066,0.048633985221385956,0.17042385041713715,0.18641749024391174,0.025395747274160385,0.13732485473155975,0.1234724298119545,0.02264847233891487,0.04601263254880905,0.049031734466552734,0.42614689469337463,0.22868642210960388,0.007263503968715668,0.012376205064356327,6.410033529391512e-05,0.002888608491048217,0.08147218078374863,0.0002959429984912276,0.00449677649885416,0.009235517121851444,9.216907346853986e-05,0.001953709637746215,0.003491469891741872,0.011322087608277798,0.0011758338660001755,0.002495560562238097,0.009823907166719437,0.022969160228967667,0.0009289776789955795,0.30288437008857727,0.0006414463859982789,0.04448314011096954,0.006329746451228857,0.02436920814216137,0.03557922691106796,2.0974333892809227e-05,5.07641198055353e-06,0.000571798940654844,0.0014329334953799844,0.0015328623121604323,0.0006626020767726004,3.1302497518481687e-06,1.5397364450109308e-06,1.3025372936681379e-05,0.22147950157523155,0.0076496993424370885,0.12231066729873419
216,3.4730508104985347e-06,0.005181153304874897,0.0012404214357957244,0.4530206024646759,0.08314847946166992,0.21859170496463776,4.504180469666608e-05,2.1105724954395555e-06,1.3623733821077622e-06,0.09571608901023865,0.05118114501237869,0.20682936906814575,0.21870462596416473,0.03570777177810669,0.09634728729724884,0.08397660404443741,0.035857196897268295,0.03817102685570717,0.041699737310409546,0.3931346535682678,0.2320089042186737,0.00783674605190754,0.011498752050101757,9.350047184852883e-05,0.002137810690328479,0.11936686933040619,0.0005430890596471727,0.0038895923644304276,0.010252254083752632,7.378338341368362e-05,0.0030800430104136467,0.006388527341187,0.007931215688586235,0.0015332112088799477,0.005731781478971243,0.02655123919248581,0.03138323873281479,0.00149069563485682,0.11975568532943726,0.0003134466824121773,0.05560636147856712,0.009095088578760624,0.02558598481118679,0.04885850101709366,2.990728899021633e-05,7.900081982370466e-06,0.0005301472847349942,0.0029797344468533993,0.0045705377124249935,0.0018298467621207237,3.5611089970188914e-06,2.368412879150128e-06,1.8903685486293398e-05,0.28619373589754105,0.0032107873703353107,0.1541630576054255
219,3.2441632811242016e-06,0.02717597223818302,0.003381408518180251,0.2591276168823242,0.035431910306215286,0.1701255738735199,1.476652869314421e-05,1.17084744033491e-06,7.878029464336578e-07,0.10683061182498932,0.06952988356351852,0.14372877776622772,0.1591341495513916,0.02215820737183094,0.15380506217479706,0.13365362584590912,0.024655258283019066,0.05708201602101326,0.0611574724316597,0.4384644031524658,0.25942128896713257,0.006585287395864725,0.00939345546066761,5.3143903642194346e-05,0.0007044321391731501,0.007826749235391617,0.00011833913595182821,0.0015793880447745323,0.004892420955002308,6.70247245579958e-05,0.019059840589761734,0.03215571492910385,0.0017534296493977308,0.0007049150299280882,0.0004628040478564799,0.001975391525775194,0.03935310244560242,0.0013801108580082655,0.24759158492088318,0.0009840271668508649,0.0405014269053936,0.0016646579606458545,0.0661248117685318,0.023808544501662254,3.7787958717672154e-05,9.917090210365131e-06,0.0020931570325046778,0.0046830447390675545,0.00030814026831649244,0.00014290391118265688,4.783187250723131e-06,1.4184664678396075e-06,2.3852524464018643e-05,0.13347718305885792,0.015278690378181636,0.10344772413372993
222,3.961436050303746e-06,0.027571065351366997,0.0036827039439231157,0.2638756334781647,0.03283580765128136,0.18010452389717102,1.1169609024364036e-05,1.4052777714823605e-06,9.475060664954071e-07,0.09453519433736801,0.06938274949789047,0.1549203097820282,0.1657697707414627,0.018481722101569176,0.1878667175769806,0.16705921292304993,0.018793124705553055,0.0537169948220253,0.05683208629488945,0.40111440420150757,0.28448259830474854,0.007498331367969513,0.011351087130606174,3.67736465705093e-05,0.000909141730517149,0.005970063153654337,8.671322575537488e-05,0.0011553255608305335,0.0033358412329107523,6.541871698573232e-05,0.08287287503480911,0.12750555574893951,0.0007503178785555065,0.0013282500440254807,0.0002443951671011746,0.0008966398891061544,0.040735553950071335,0.0016879315953701735,0.1945759505033493,0.0005569991189986467,0.07046381384134293,0.0027786619029939175,0.14126592874526978,0.0279853455722332,1.9672475900733843e-05,4.898499355476815e-06,0.0033995655830949545,0.005511589348316193,0.0001356870780000463,8.120007260004058e-05,5.1362699196033645e-06,1.6066524040070362e-06,1.228548762810533e-05,0.1349228483159095,0.015626884647645056,0.15808468808730444
225,2.9533096039813245e-06,0.007868625223636627,0.0018885901663452387,0.4045878052711487,0.03972636163234711,0.19136479496955872,0.00024570332607254386,2.200751396230771e-06,8.015960588636517e-07,0.06977815181016922,0.032996054738759995,0.12123345583677292,0.12531451880931854,0.016100313514471054,0.17883998155593872,0.16452144086360931,0.019106972962617874,0.07003571093082428,0.07114491611719131,0.4930730164051056,0.2757560610771179,0.008185850456357002,0.015256169252097607,0.0004443432844709605,0.0009787585586309433,0.33145496249198914,0.0012318931985646486,0.00580502487719059,0.010365143418312073,0.0011240735184401274,0.0042617665603756905,0.004715608898550272,0.0028905996587127447,0.0003479428414721042,0.03772608935832977,0.06911905109882355,0.14139723777770996,0.02213921584188938,0.0008671832038089633,0.00029549357714131474,0.007440561894327402,0.005787013564258814,0.002557296073064208,0.01984976977109909,0.014869599603116512,0.008175662718713284,0.01788429170846939,0.012228090316057205,0.023893022909760475,0.014211666770279408,1.8440357507643057e-06,3.5869318253389793e-06,0.011522631160914898,0.3680213838815689,0.004878607694990933,0.13785506024335822
228,4.373460797069129e-06,0.00748663442209363,0.0010355237172916532,0.37251555919647217,0.06217795982956886,0.29546645283699036,0.00018360294052399695,2.624072294565849e-06,8.965642450675659e-07,0.07901425659656525,0.03708062693476677,0.14469490945339203,0.16265173256397247,0.030784744769334793,0.119404137134552,0.10598812997341156,0.0254898089915514,0.05422849580645561,0.04993101954460144,0.5237032175064087,0.23361848294734955,0.007834558375179768,0.011599733494222164,0.00036761531373485923,0.0006090213428251445,0.11238441616296768,0.0005934535874985158,0.0036400710232555866,0.013176754117012024,0.0007621301920153201,0.0034264044370502234,0.004034492187201977,0.003966327756643295,0.0002191273815697059,0.03295007348060608,0.09787272661924362,0.21114972233772278,0.017319634556770325,0.00284031149931252,0.0011831946903839707,0.01829487271606922,0.0039931791834533215,0.009009643457829952,0.05006888136267662,0.003712712787091732,0.0015741415554657578,0.005168530624359846,0.005229399539530277,0.040052253752946854,0.022851785644888878,3.2366567666031187e-06,3.4711963508016197e-06,0.002643427171278745,0.24244998767971992,0.0042610790696926415,0.1266588186069081
231,3.7977924876031466e-06,0.007949558086693287,0.001082690549083054,0.41612544655799866,0.057665593922138214,0.2578689455986023,0.0001308204373344779,3.0489873097394593e-06,6.884510526106169e-07,0.09086084365844727,0.06417256593704224,0.1588486284017563,0.180113285779953,0.019855573773384094,0.16939662396907806,0.1610502153635025,0.015768583863973618,0.05052679777145386,0.043219976127147675,0.44409307837486267,0.20388752222061157,0.007327259052544832,0.007294310722500086,0.00027488204068504274,0.0010968315182253718,0.15226905047893524,0.00045572055387310684,0.002742093987762928,0.003835319308564067,0.0005854255286976695,0.017633283510804176,0.022599268704652786,0.005225600674748421,0.0004086789849679917,0.03302149102091789,0.05761658772826195,0.06020479276776314,0.014307350851595402,0.003964290022850037,0.0003927266807295382,0.01760348305106163,0.004380620550364256,0.009179305285215378,0.07943052798509598,0.0012580465991050005,0.0007997680804692209,0.005885982885956764,0.011498206295073032,0.04903996363282204,0.039621561765670776,3.986692263424629e-06,4.0159102354664356e-06,0.0010289073397871107,0.28419724851846695,0.0045161243178881705,0.1521193329244852
234,4.106905180378817e-06,0.014418055303394794,0.0019343059975653887,0.30170121788978577,0.03484363108873367,0.23091624677181244,0.00015126389916986227,2.7519163268152624e-06,9.225618100572319e-07,0.09574059396982193,0.05145573988556862,0.22604487836360931,0.23539438843727112,0.02244061790406704,0.1586044430732727,0.1510089635848999,0.01625920832157135,0.03471297398209572,0.030821874737739563,0.44315454363822937,0.25148245692253113,0.006635782774537802,0.008988562971353531,0.0003068641235586256,0.0013817021390423179,0.20648321509361267,0.0004810259852092713,0.0033536830451339483,0.0067466795444488525,0.0004058594349771738,0.015492770820856094,0.02130196802318096,0.003941655158996582,0.0005708163371309638,0.030282383784651756,0.07210735976696014,0.07995864003896713,0.012009861879050732,0.002144463127478957,0.00020654041145462543,0.015244275331497192,0.005393183324486017,0.007706574629992247,0.06464647501707077,0.002160355681553483,0.0011820208746939898,0.007701726630330086,0.013771723955869675,0.06561078131198883,0.045391689985990524,3.1280326311389217e-06,4.726167389890179e-06,0.0016711882781237364,0.2540922164916992,0.008176180650480092,0.11283198557794094
237,3.0967628390499158e-06,0.014842209406197071,0.003557763993740082,0.24558332562446594,0.06228432431817055,0.22022691369056702,1.0448129614815116e-05,5.676351406691538e-07,9.668060556577984e-07,0.10018862783908844,0.056068118661642075,0.17551228404045105,0.18809962272644043,0.019457731395959854,0.1872098445892334,0.18053634464740753,0.015227549709379673,0.04191343113780022,0.0439152829349041,0.3615104854106903,0.2576338052749634,0.006263351999223232,0.00973978266119957,2.07443972612964e-05,0.0009313701302744448,0.008876996114850044,7.016675954218954e-05,0.0019044680520892143,0.010879243724048138,0.0003833272203337401,0.003726418362930417,0.006577559281140566,0.00028374645626172423,0.0012682968517765403,0.00019843492191284895,0.0004912398289889097,0.1677841991186142,0.012443793006241322,0.026534797623753548,0.0007700565038248897,0.12148802727460861,0.006630089599639177,0.16654537618160248,0.012789088301360607,7.741295848973095e-05,2.5296802050434053e-05,0.0010922322981059551,0.0038758013397455215,6.642982771154493e-05,3.3661159250186756e-05,1.8229413853987353e-06,1.0115579698322108e-06,5.1354880270082504e-05,0.127230160869658,0.009199986699968576,0.08529576775617898
240,2.4965638658613898e-06,0.021512577310204506,0.0026854504831135273,0.25986939668655396,0.03343263268470764,0.23178087174892426,4.776000787387602e-05,8.50890842230001e-07,9.564787433191668e-07,0.09452605247497559,0.061222415417432785,0.15260986983776093,0.17521364986896515,0.01970623806118965,0.1630128175020218,0.15732888877391815,0.01859731785953045,0.05199248343706131,0.052051153033971786,0.48752889037132263,0.28166303038597107,0.007172214798629284,0.009086978621780872,0.00010725808533607051,0.002000223146751523,0.07100818306207657,0.0004435534356161952,0.005247311666607857,0.02597249671816826,0.00016097807383630425,0.00037297725793905556,0.0006215036264620721,0.006896488834172487,0.0007439627079293132,0.004589613527059555,0.025097297504544258,0.07333648204803467,0.001331664272584021,0.18297524750232697,0.0012525463243946433,0.03469308093190193,0.008250966668128967,0.008409572765231133,0.01160218846052885,4.6935281716287136e-05,9.165859410131816e-06,0.0004015769518446177,0.000779158144723624,0.000679618155118078,0.00019580328080337495,3.311920181658934e-06,1.3640985798701877e-06,2.8050570563209476e-05,0.16543878987431526,0.012099013896659017,0.08695462585698503
243,1.9723929653991945e-06,0.013650420121848583,0.00184341031126678,0.3152301013469696,0.056372031569480896,0.28097623586654663,1.6006730220397003e-05,5.041757731305552e-07,9.098470172830275e-07,0.08219418674707413,0.036730799823999405,0.16211596131324768,0.18317067623138428,0.017184320837259293,0.18958136439323425,0.17893172800540924,0.018726803362369537,0.05169929563999176,0.05004864186048508,0.47146132588386536,0.21646395325660706,0.009001425467431545,0.015772774815559387,4.552024620352313e-05,0.001547929015941918,0.01313251443207264,0.00013789752847515047,0.003360944101586938,0.014637826941907406,0.0001655185769777745,0.0005207855137996376,0.0009140887996181846,0.0023210481740534306,0.0026136727537959814,0.0003914823173545301,0.0016769878566265106,0.055195968598127365,0.0018385588191449642,0.293937623500824,0.0006824606098234653,0.04023449867963791,0.005092212930321693,0.025263341143727303,0.006899768486618996,2.6790938136400655e-05,6.172941994009307e-06,0.0004078688798472285,0.0010281481081619859,7.306110637728125e-05,2.4537603167118505e-05,2.854583954103873e-06,7.271048616530607e-07,1.648194006520498e-05,0.16418130788952112,0.0077469152165576816,0.1055549918867958
246,3.825878593488596e-06,0.030660774558782578,0.0016766900662332773,0.19338728487491608,0.029296258464455605,0.2635338604450226,5.876529394299723e-05,2.0649615635193186e-06,9.429169267605175e-07,0.06521540135145187,0.026979124173521996,0.22818979620933533,0.2448187917470932,0.02550390176475048,0.13206137716770172,0.12282995134592056,0.022138241678476334,0.0319550521671772,0.02928689308464527,0.4115724265575409,0.12329955399036407,0.01009619515389204,0.016598936170339584,7.107584679033607e-05,0.001574415946379304,0.17522132396697998,0.0008776028989814222,0.005395578220486641,0.005041112191975117,0.0003246583801228553,0.0032903715036809444,0.004653230309486389,0.004866893403232098,0.0004410790279507637,0.008139685727655888,0.020228084176778793,0.04578319936990738,0.004554723389446735,0.04209652170538902,0.0011405103141441941,0.06831537932157516,0.00966545008122921,0.030985457822680473,0.05902908369898796,5.100935231894255e-05,1.9320154024171643e-05,0.0007878657197579741,0.0017650576774030924,0.004027645103633404,0.002253298182040453,2.444057827233337e-06,2.4262460556201404e-06,3.5164753171557095e-05,0.18430430442094803,0.016168732312507927,0.06711029556269447
249,3.7615527617163025e-06,0.034833356738090515,0.0026190844364464283,0.14247721433639526,0.02845972217619419,0.24204224348068237,8.476157381664962e-05,1.5427423250002903e-06,8.653709073769278e-07,0.058151379227638245,0.02767334133386612,0.19207939505577087,0.216088205575943,0.02148868516087532,0.1388518512248993,0.13403059542179108,0.021833034232258797,0.03804487735033035,0.0334603451192379,0.427915096282959,0.14065644145011902,0.01115685235708952,0.01491211261600256,9.00485974852927e-05,0.0017240019515156746,0.2203429788351059,0.0009084978955797851,0.005902563221752644,0.008236943744122982,0.0004346957430243492,0.0013395125279203057,0.0016350758960470557,0.005053434520959854,0.00045511240023188293,0.009600742720067501,0.027540134266018867,0.07349775731563568,0.00478331046178937,0.022894779220223427,0.0011595747200772166,0.03707670047879219,0.008004280738532543,0.022129513323307037,0.05860745161771774,0.00016113242600113153,5.4177962738322094e-05,0.0010768463835120201,0.0011011918541043997,0.008937621489167213,0.004918471444398165,2.2441529381467262e-06,2.275976157761761e-06,0.00010765519436972681,0.18141009658575058,0.01872622058726847,0.04848393425345421
